id,judul,isi,kategori,input_text,urgency,intent,location,object,sentiment,summary
8180389,Led Berjalan,"Mohon kepada dishub untuk memperbaiki led berjalan di wahid hasyim, di beberapa tempat mati dan juga waktunya salah, yaitu jomplangan belakang rumah dinas bupati, perempatan kebon rojo depan bapenda, dan juga perempatan rsud depan atm center, itu tanggal waktu dan tahun ngak cocok masak sekarng 2002, mohon di betulkan, sama yang di ringin vcontong itu mati, terima kasih",Infrastruktur,"Judul: Led Berjalan
Laporan: Mohon kepada dishub untuk memperbaiki led berjalan di wahid hasyim, di beberapa tempat mati dan juga waktunya salah, yaitu jomplangan belakang rumah dinas bupati, perempatan kebon rojo depan bapenda, dan juga perempatan rsud depan atm center, itu tanggal waktu dan tahun ngak cocok masak sekarng 2002, mohon di betulkan, sama yang di ringin vcontong itu mati, terima kasih",medium,complaint,"Wahid Hasyim, Jomplangan belakang rumah dinas bupati, perempatan kebon rojo depan Bapenda, perempatan RSUD depan ATM center",LED berjalan,negatif,Led berjalan di beberapa tempat mati dan waktunya salah
8180656,Mencemarkan Lingkungan,Di jl. r.e martadinata di depan kua pontianak barat ada bengkel ban mobil yang membakar ban bekas sehingga mencemari lingkungan sekitar,Lingkungan,"Judul: Mencemarkan Lingkungan
Laporan: Di jl. r.e martadinata di depan kua pontianak barat ada bengkel ban mobil yang membakar ban bekas sehingga mencemari lingkungan sekitar",medium,report,jl. r.e martadinata di depan kua pontianak barat,bengkel ban mobil yang membakar ban bekas,negatif,"Bengkel membakar ban bekas di jalan, mencemari lingkungan"
8183893,Tidak Ditindaklanutinya Pengaduan Atas Belum Adanya Penjelasan Dan Proses Refund Dari Hotel Swiss Bell Samarinda Yang Telah Diadukan Kepada Bpkn Ri Dan Ditjen Pktn Kemendag Ri,Tidak ditindaklanutinya pengaduan saya atas tidak adanya penjelasan dan proses penyelesaian permohonan refund saya kepada swissbell hotel samarinda yang telah saya sampaika kepada badan perlindungan konsumen nasiona (bpkn) melalui aplikasi pengaduan masyarakat bpkn tanggal 28 agustus 2024 dan email pengaduan konsumen pengaduan.konsumen kemendag.go.id pada tanggal 04 september 2024. hingga saat ini belum ada tindaklannjut dan tanggapan apapun atas laporan saya.,Administrasi,"Judul: Tidak Ditindaklanutinya Pengaduan Atas Belum Adanya Penjelasan Dan Proses Refund Dari Hotel Swiss Bell Samarinda Yang Telah Diadukan Kepada Bpkn Ri Dan Ditjen Pktn Kemendag Ri
Laporan: Tidak ditindaklanutinya pengaduan saya atas tidak adanya penjelasan dan proses penyelesaian permohonan refund saya kepada swissbell hotel samarinda yang telah saya sampaika kepada badan perlindungan konsumen nasiona (bpkn) melalui aplikasi pengaduan masyarakat bpkn tanggal 28 agustus 2024 dan email pengaduan konsumen pengaduan.konsumen kemendag.go.id pada tanggal 04 september 2024. hingga saat ini belum ada tindaklannjut dan tanggapan apapun atas laporan saya.",medium,complaint,Swiss Bell Samarinda,Belum adanya penjelasan dan proses refund,negatif,Pengaduan refund hotel Swiss Bell Samarinda tidak ditindaklanjuti
8188639,Droping air bersih,Droping air bersih untuk warga di Desa Sidoharjo Desa Jatisari Desa Sendang - kec. Senori Desa Trantang - Kec. Kerek - Kab. Tuban.,Lingkungan,"Judul: Droping air bersih
Laporan: Droping air bersih untuk warga di Desa Sidoharjo Desa Jatisari Desa Sendang - kec. Senori Desa Trantang - Kec. Kerek - Kab. Tuban.",medium,report,Desa Sidoharjo Desa Jatisari Desa Sendang - kec. Senori Desa Trantang - Kec. Kerek - Kab. Tuban,Droping air bersih,negatif,Pengaduan tentang droping air bersih di beberapa desa
8188648,Bantuan air bersih,Bantuan air bersih untuk warga di Desa Tanggulangin - Kec. Montong - Kab. Tuban.,Infrastruktur,"Judul: Bantuan air bersih
Laporan: Bantuan air bersih untuk warga di Desa Tanggulangin - Kec. Montong - Kab. Tuban.",medium,report,Desa Tanggulangin - Kec. Montong - Kab. Tuban,Bantuan air bersih,netral,Laporan pengaduan bantuan air bersih di Desa Tanggulangin
8188657,droping air bersih untuk warga,"Bantuan droping air bersih untuk warga Desa Latsari, Desa Sukolilo, Desa Tlogoagung Desa Jatisari - kec. Bancar - Kab. Tuban.",Infrastruktur,"Judul: droping air bersih untuk warga
Laporan: Bantuan droping air bersih untuk warga Desa Latsari, Desa Sukolilo, Desa Tlogoagung Desa Jatisari - kec. Bancar - Kab. Tuban.",medium,report,"Desa Latsari, Desa Sukolilo, Desa Tlogoagung, Desa Jatisari - kec. Bancar - Kab. Tuban",droping air bersih,netral,Laporan pengaduan droping air bersih untuk warga di beberapa desa
8192404,Droping air bersih,"Bantuan air bersih untuk warga Desa Latsari, Desa Sukolilo, Desa Tlogoagung Desa Jatisari - kec. Bancar - Kab. Tuban.",Infrastruktur,"Judul: Droping air bersih
Laporan: Bantuan air bersih untuk warga Desa Latsari, Desa Sukolilo, Desa Tlogoagung Desa Jatisari - kec. Bancar - Kab. Tuban.",medium,report,"Desa Latsari, Desa Sukolilo, Desa Tlogoagung, Desa Jatisari - kec. Bancar - Kab. Tuban",air bersih,netral,Laporan pengaduan air bersih di beberapa desa
8197744,Perkembangan urus Akta lahir lewat kelurahan,"Selamat malam admin , Boleh minta cek perkembangan pembuatan Akta lahir anak saya? Saya urus lewat kelurahan desa penggaron, kec. Mojowarno dri tanggal 19 Agustus 2024 sampai hari ini belum selesai.No.KK 3517072401220004. Terima kasih",Administrasi,"Judul: Perkembangan urus Akta lahir lewat kelurahan
Laporan: Selamat malam admin , Boleh minta cek perkembangan pembuatan Akta lahir anak saya? Saya urus lewat kelurahan desa penggaron, kec. Mojowarno dri tanggal 19 Agustus 2024 sampai hari ini belum selesai.No.KK 3517072401220004. Terima kasih",medium,question,"kelurahan desa penggaron, kec. Mojowarno",perkembangan pembuatan Akta lahir,netral,Pengaduan tentang perkembangan urusan Akta lahir
8197789,"foto saya tidak muncul, ditolak oleh bank, disuruh ke capil",Selamat pagi bapak ibu. Mohon maaf mengganggu waktunya. Saya Abdul Rohman saya minta tolong di data pencarian penduduk foto saya tidak muncul. Saya mau membuat ATM baru tidak bisa d cetak. Mohon bantuannya,Administrasi,"Judul: foto saya tidak muncul, ditolak oleh bank, disuruh ke capil
Laporan: Selamat pagi bapak ibu. Mohon maaf mengganggu waktunya. Saya Abdul Rohman saya minta tolong di data pencarian penduduk foto saya tidak muncul. Saya mau membuat ATM baru tidak bisa d cetak. Mohon bantuannya",medium,complaint,,foto dalam data penduduk tidak muncul,negatif,Pengaduan foto tidak muncul saat membuat ATM
8197912,Pengajuan pindah online status pending ini kenapa ya?,"Halo admin saya sudah mengajukan pindah lewat online, nah disitu ada keterangan pending, itu kenapa ya? Mohon bantuannya. Makasih",Administrasi,"Judul: Pengajuan pindah online status pending ini kenapa ya?
Laporan: Halo admin saya sudah mengajukan pindah lewat online, nah disitu ada keterangan pending, itu kenapa ya? Mohon bantuannya. Makasih",low,question,,pindah online status pending,netral,Pengguna bertanya tentang status pindah online yang pending.
8199259,Asap Dan Abu Pembakaran Sampah,"Asap dan abu pembakaran sampah, yg dari pagi sampai malam hampir ada setiap hari, mohon untuk ditindaklanjuti untuk pelarangan pembakaran sampah pak bu, krn banyak anak kecil disini, tdk sedikit yg alergi dgn asap dan sangat mengganggu kesehatan anak2 kami maupun org dewasa disini 885D66C98D",Lingkungan,"Judul: Asap Dan Abu Pembakaran Sampah
Laporan: Asap dan abu pembakaran sampah, yg dari pagi sampai malam hampir ada setiap hari, mohon untuk ditindaklanjuti untuk pelarangan pembakaran sampah pak bu, krn banyak anak kecil disini, tdk sedikit yg alergi dgn asap dan sangat mengganggu kesehatan anak2 kami maupun org dewasa disini 885D66C98D",high,complaint,,pembakaran sampah,negatif,Pembakaran sampah mengganggu kesehatan warga
8210464,KK tidak aktif,Ini kenapa status tidak aktif ya pak bu? Padahal baru keluar tgl 11.09.2023. Mohon solusinya. Terima kasih,Administrasi,"Judul: KK tidak aktif
Laporan: Ini kenapa status tidak aktif ya pak bu? Padahal baru keluar tgl 11.09.2023. Mohon solusinya. Terima kasih",low,question,,status keluar KK,netral,Pengguna bertanya tentang status keluar KTP.
8210839,"Pintu Masuk Perumahan Dinas Depkeu Tertutup Bis, Kendaraan Online Dan Warung Kaki Lima","Minta ditertibkan dan dibersihkan jalan masuk komplek tidak digunakan untuk pemberhentian bis, kendaraan online dan antri penumpang.Penumpang wajib menunggu di dalam terminal, hilangkan calo di dalam terminal agar penumpang nyaman menunggu di dalam. Tidak menunggu dan menutup jalan masuk komplek perumahan. beri sanksi bis dan kendaraan online yang parkir sembarangan di area pintu keluar bis sampai dengan pintu masuk perumahan. Tertibkan dan gusur warung kaki lima yang semakin mempersempit jalan masuk perumahan. bangun pos polisi sehingga penertiban 24 jam selama 7 hari. mohon segera ditindaklanjuti guna mencegah kondisi yang berbahaya dan bisa mencelakakan warga perumahan (kesrempet bis dll)",Infrastruktur,"Judul: Pintu Masuk Perumahan Dinas Depkeu Tertutup Bis, Kendaraan Online Dan Warung Kaki Lima
Laporan: Minta ditertibkan dan dibersihkan jalan masuk komplek tidak digunakan untuk pemberhentian bis, kendaraan online dan antri penumpang.Penumpang wajib menunggu di dalam terminal, hilangkan calo di dalam terminal agar penumpang nyaman menunggu di dalam. Tidak menunggu dan menutup jalan masuk komplek perumahan. beri sanksi bis dan kendaraan online yang parkir sembarangan di area pintu keluar bis sampai dengan pintu masuk perumahan. Tertibkan dan gusur warung kaki lima yang semakin mempersempit jalan masuk perumahan. bangun pos polisi sehingga penertiban 24 jam selama 7 hari. mohon segera ditindaklanjuti guna mencegah kondisi yang berbahaya dan bisa mencelakakan warga perumahan (kesrempet bis dll)",high,complaint,Perumahan Dinas Depkeu,"Pintu masuk perumahan yang digunakan untuk pemberhentian bis, kendaraan online dan warung kaki lima",negatif,Tertibkan pintu masuk perumahan dari penggunaan sembarangan
8210893,Pengecekan,Bisa tolong cekin pembuatan kk atas nama saeful bakri widia wati??,Administrasi,"Judul: Pengecekan
Laporan: Bisa tolong cekin pembuatan kk atas nama saeful bakri widia wati??",low,question,,pembuatan kartu keluarga,netral,Pengecekan pembuatan KK atas nama Saeful Bakri Widia Wati
8210989,Tidak punya KTP cuma punya fotocopy KK,"Ponakan saya punya suami, suaminya orang indramayu cipaat. Dia ga punya KTP cuma punya fotocopy KK. Anak yatim piatu bagaimana cara mengurusnya",Administrasi,"Judul: Tidak punya KTP cuma punya fotocopy KK
Laporan: Ponakan saya punya suami, suaminya orang indramayu cipaat. Dia ga punya KTP cuma punya fotocopy KK. Anak yatim piatu bagaimana cara mengurusnya",low,question,,cara mengurus anak yatim piatu tanpa KTP,netral,Mengenai cara mengurus anak yatim piatu tanpa KTP
8211025,surat pindah,"Saya mau bikin surat pindah dari kecamatan bongas, surat pindah dari ds kertajaya sudah, trs diminta surat pindah dari kec",Administrasi,"Judul: surat pindah
Laporan: Saya mau bikin surat pindah dari kecamatan bongas, surat pindah dari ds kertajaya sudah, trs diminta surat pindah dari kec",low,question,,surat pindah kecamatan bongas,netral,Membuat surat pindah kecamatan Bongas
8211028,minta nomor kontak,Boleh minta tolong minta kontak kantor KUA,Administrasi,"Judul: minta nomor kontak
Laporan: Boleh minta tolong minta kontak kantor KUA",low,question,,kontak kantor KUA,netral,Mengajukan pertanyaan tentang kontak kantor KUA
8211043,Aspirasi - SIPP,"Assalamualaikum selamat pagi, maaf mau tanya. Untuk perawat ponkesdes kalau mau mengajukan SIP masuk dalam kategori apa nggeh?",Kesehatan,"Judul: Aspirasi - SIPP
Laporan: Assalamualaikum selamat pagi, maaf mau tanya. Untuk perawat ponkesdes kalau mau mengajukan SIP masuk dalam kategori apa nggeh?",low,question,,pengajuan SIP perawat ponkesdes,netral,Pertanyaan tentang kategori pengajuan SIP untuk perawat ponkesdes
8211055,Konfirmasi,Ada anak indramayu mondok di magelang dan kabur dri pondok di tanyain rumahnya indramayu,Pendidikan,"Judul: Konfirmasi
Laporan: Ada anak indramayu mondok di magelang dan kabur dri pondok di tanyain rumahnya indramayu",medium,report,"Indramayu, Magelang",Anak yang kabur dari pondok,netral,Laporan tentang anak yang kabur dari pondok di Magelang
8211079,aktifkan KTP,"Saya ingin bertanya......... KTP saya belum aktifkan di kecamatan bongas, minta tolong saya ingin mengaktifkan KTP saya yang belum aktif di bongas",Administrasi,"Judul: aktifkan KTP
Laporan: Saya ingin bertanya......... KTP saya belum aktifkan di kecamatan bongas, minta tolong saya ingin mengaktifkan KTP saya yang belum aktif di bongas",low,question,kecamatan bongas,KTP belum aktif,netral,Pengguna bertanya tentang pengaktifan KTP di kecamatan Bongas
8211103,Aspirasi - Izin Reklame,"Selamat pagi, untuk persyaratan izin reklame isidentil bagaimana nggeh? Dan untuk prosesnya berapa lama dan untuk pajaknya per meter persegi berapa nggeh?",Administrasi,"Judul: Aspirasi - Izin Reklame
Laporan: Selamat pagi, untuk persyaratan izin reklame isidentil bagaimana nggeh? Dan untuk prosesnya berapa lama dan untuk pajaknya per meter persegi berapa nggeh?",low,question,,izin reklame,netral,"Menanyakan persyaratan, proses, dan pajak izin reklame"
8211145,surat pindah,Bu mau minta tolong anak saya masuk rumah sakit sedangkan mau bikin BPJS gk bisa krna nama anak saya blm pindah ke majalengka masih domisili indramayu,Kesehatan,"Judul: surat pindah
Laporan: Bu mau minta tolong anak saya masuk rumah sakit sedangkan mau bikin BPJS gk bisa krna nama anak saya blm pindah ke majalengka masih domisili indramayu",medium,report,,pindah domisili dan BPJS,negatif,Anak tidak bisa bikin BPJS karena pindah domisili belum diproses.
8211151,perubahan status,Kak kalau mau bikin ktp baru (perubahan status) minta surat pengantar dr desa kantor kecamatan dulu atau langsung ke disdukcapil ya? Terimakasih,Administrasi,"Judul: perubahan status
Laporan: Kak kalau mau bikin ktp baru (perubahan status) minta surat pengantar dr desa kantor kecamatan dulu atau langsung ke disdukcapil ya? Terimakasih",low,question,,perubahan status KTP,netral,Pengaduan tentang prosedur perubahan status KTP
8211154,Aspirasi - Pencabutan Izin Apotek,"Selamat pagi, ijin bertanya. Pencabutan likuidasi dan nonlikuidasi bedanya apa ya? Rencananya saya akan mencabut izin apotek, dan akan mengajukan baru karena ada pergantian pemilik. Kemudian saya bingung yang harus saya pilih likuidasi atau nonlikuidasi ya? Mohon bantuannya",Administrasi,"Judul: Aspirasi - Pencabutan Izin Apotek
Laporan: Selamat pagi, ijin bertanya. Pencabutan likuidasi dan nonlikuidasi bedanya apa ya? Rencananya saya akan mencabut izin apotek, dan akan mengajukan baru karena ada pergantian pemilik. Kemudian saya bingung yang harus saya pilih likuidasi atau nonlikuidasi ya? Mohon bantuannya",low,question,,pencabutan izin apotek,netral,"Mengajukan pencabutan izin apotek, likuidasi atau nonlikuidasi?"
8211163,cetak ktp,"Min saya mau cetak ektp di kecamatan apa bisa? Sebelumya saya sudah ktp digital, kalau bisa ap a saja persyaratannya?",Administrasi,"Judul: cetak ktp
Laporan: Min saya mau cetak ektp di kecamatan apa bisa? Sebelumya saya sudah ktp digital, kalau bisa ap a saja persyaratannya?",low,question,,cetak KTP di kecamatan,netral,Pengguna bertanya tentang prosedur cetak KTP di kecamatan.
8211166,cetak fisik ktp,"Admin, mau tanya apa sekarang ktp digital bisa di cetak fisik nya?",Administrasi,"Judul: cetak fisik ktp
Laporan: Admin, mau tanya apa sekarang ktp digital bisa di cetak fisik nya?",low,question,,cetak fisik KTP,netral,Pengguna bertanya tentang kemungkinan cetak fisik KTP.
8211172,Aspirasi - SIPA,"Salamun alaikum, selamat siangMohon maaf sebelumnya izin bertanya,Terkait dokumen persyaratan pengajuan Surat Izin Praktek Apoteker (SIPA) no 7 diminta untuk mengunggah upload Surat Rekomendasi Keterangan dari pimpinan Fasilitas Kesehatan (Faskes), jika Apotek berada dibawah perusahaan PT apakah kop SK nya cukup pakai kop Apotek atau dicantumkan juga nama PT dan Apoteknya ya? Terima kasih.",Kesehatan,"Judul: Aspirasi - SIPA
Laporan: Salamun alaikum, selamat siangMohon maaf sebelumnya izin bertanya,Terkait dokumen persyaratan pengajuan Surat Izin Praktek Apoteker (SIPA) no 7 diminta untuk mengunggah upload Surat Rekomendasi Keterangan dari pimpinan Fasilitas Kesehatan (Faskes), jika Apotek berada dibawah perusahaan PT apakah kop SK nya cukup pakai kop Apotek atau dicantumkan juga nama PT dan Apoteknya ya? Terima kasih.",low,question,,Surat Rekomendasi Keterangan untuk SIPA,netral,Pertanyaan tentang persyaratan upload surat rekomendasi SIPA
8211187,surat waris,Saya mau mengurus surat waris di kecamatan bongas gimana ya?,Administrasi,"Judul: surat waris
Laporan: Saya mau mengurus surat waris di kecamatan bongas gimana ya?",low,question,kecamatan bongas,surat waris,netral,Pengurusan surat waris di kecamatan Bongas
8211235,memperbaharui status,Saya mau memperbarui status KTP EL saya,Administrasi,"Judul: memperbaharui status
Laporan: Saya mau memperbarui status KTP EL saya",low,suggestion,,memperbarui status KTP EL,netral,Mengajukan permohonan untuk memperbarui status KTP elektronik
8211256,mencari alamat,Saya ingin mencari alamat orang tua saya apakah bapak ibu berkenan untuk membantu saya,Administrasi,"Judul: mencari alamat
Laporan: Saya ingin mencari alamat orang tua saya apakah bapak ibu berkenan untuk membantu saya",low,question,,mencari alamat orang tua,netral,Mengajukan pertanyaan tentang mencari alamat orang tua
8211328,Ruangan Kecil,"Saya mengurus administrasi kependudukan ke gedung paten kantor kecamatan peterongan, kondisi pada saat itu lagi ramai, saya tidak kedapatan tempat duduk. mohon bisa ditambahkan lagi kursinyaterimakasih",Administrasi,"Judul: Ruangan Kecil
Laporan: Saya mengurus administrasi kependudukan ke gedung paten kantor kecamatan peterongan, kondisi pada saat itu lagi ramai, saya tidak kedapatan tempat duduk. mohon bisa ditambahkan lagi kursinyaterimakasih",medium,complaint,gedung paten kantor kecamatan peterongan,kursi ruangan yang kecil,negatif,"Ruangan kecil, tidak ada tempat duduk saat mengurus administrasi"
